date,headline,short_headline,short_text,article,link
2019-01-01,Härtere Regeln für mehr Transparenz,Europäisches Parlament,"
                            Das EU-Parlament hat sich mehr Transparenz verordnet: Führende Abgeordnete müssen künftig online veröffentlichen, mit welchen Lobbyisten sie sich treffen. Widerstand kam offenbar von Christdemokraten und Liberalen.
                            mehr
","Das EU-Parlament hat sich mehr Transparenz verordnet: Führende Abgeordnete müssen künftig online veröffentlichen, mit welchen Lobbyisten sie sich treffen. Widerstand kam offenbar von Christdemokraten und Liberalen. Das Europaparlament hat für strengere Regeln für Treffen mit Lobbyisten gestimmt. Mit 380 zu 224 Stimmen votierten die EU-Parlamentarier für eine entsprechende Überarbeitung der Geschäftsordnung ihres Hauses. Wichtige Abgeordnete wie Berichterstatter und Gruppenvorsitzende müssen demnach künftig online veröffentlichen, mit welchen Lobbyisten sie sich für ihre Arbeit treffen. Bislang waren diese Angaben freiwillig. Auf Antrag der Christdemokraten wurde über die neuen Transparenzregeln geheim abgestimmt. Vertreter von Sozialdemokraten und Grünen hatten das im Vorfeld als lächerlich kritisiert.  Der Grünen-Abgeordnete Sven Giegold sprach von einem ""Meilenstein für die europäische Demokratie"". Mehr Transparenz stärke das Vertrauen in das Europaparlament. Im Verfassungsausschuss des Europaparlaments hatten sich ihm zufolge zuvor vor allem Sozialdemokraten, Grüne, Linke und EU-Skeptiker für strengere Regeln ausgesprochen, während Christdemokraten und Liberale dagegen gewesen seien.  Auch neue Verhaltensregeln im Parlament Der SPD-Europaabgeordnete Jens Geier sagte: ""Transparenz und damit die Nachvollziehbarkeit der Entscheidungsprozesse sind die besten Waffen gegen Spekulationen und Fake-News."" Kritischer äußerte sich der CDU-Europaabgeordnete Peter Liese. ""Ich gebe gerne Auskunft über die Leute, mit denen ich rede, aber ich möchte das nicht allen Kolleginnen und Kollegen zwangsweise auferlegen"", sagte er der Deutschen Presse-Agentur vor der Abstimmung. ""Manchmal gibt es ja auch ganz profane Gründe, dass man jemanden einfach sprechen muss, weil er so drängelt.""  Die Vollversammlung stimmte auch für neue Verhaltensregeln im Parlament. Die Abgeordneten sollen sich demnach dazu verpflichten, auf beleidigende Sprache, sexuelle Belästigung und anderes ""unangemessenes Verhalten"" zu verzichten. Abgeordneten, die sich weigern, den entsprechenden Verhaltenskodex zu unterschreiben, können künftig hochrangige Positionen in Verhandlungsgruppen und Gremien verwehrt werden.  ",/ausland/eu-parlament-lobbyismus-101.html
2019-01-01,EU-Parlament erkennt Guaidó an,Venezolanischer Interimspräsident,"
                            In Venezuela tobt ein Machtkampf zwischen Staatschef Maduro und dem Oppositionsführer. Nun prescht das Europaparlament vor und erklärte, Guiadó als Interimspräsidenten anzuerkennen.
                            mehr
","In Venezuela tobt ein Machtkampf zwischen Staatschef Maduro und dem Oppositionsführer. Nun prescht das Europaparlament vor und erklärte, Guiadó als Interimspräsidenten anzuerkennen. Das Europaparlament positioniert sich in der Diskussion um den Umgang mit der Lage in Venezuela. Die Abgeordneten beschlossen mit großer Mehrheit, Oppositionsführer Juan Guaidó als rechtmäßigen Interimspräsidenten des südamerikanischen Landes anzuerkennen. Gleichzeitig forderten sie die Regierungen der EU-Staaten auf, dieser Entscheidung zu folgen.  Als Grund für die klare Positionierung wurden in der verabschiedeten Erklärung die jüngsten Äußerungen des amtierenden Präsidenten Nicolás Maduro genannt. Dieser hatte die EU-Forderung nach einer umgehenden fairen Neuwahl des Präsidenten in dem Land öffentlich abgelehnt.  Ob sich die EU-Staaten auf eine gemeinsame Linie in der Frage der Anerkennung Guaidós einigen können, ist bislang unklar. Zu dem Thema soll es am Nachmittag noch einmal Gespräche bei einem informellen Außenministertreffen in der rumänischen Hauptstadt Bukarest geben.   Ultimatum abgelaufen Mehrere europäische Staaten wie Deutschland, Frankreich und Spanien hatten Maduro am vergangenen Wochenende ein Ultimatum gestellt. Die Drohung lautete: Ruft Maduro bis zu diesem Sonntag keine freien und fairen Wahlen aus, wollen sie Guaidó, der sich selbst zum Interimsstaatschef erklärt hat, als Übergangspräsidenten anerkennen.  Ziel ist es eigentlich, diese Entscheidung im Namen der EU zu treffen. Länder wie Griechenland weigerten sich aber bislang mitzuziehen. Dass das Europaparlament Guaidó anerkennt, hat vor allem symbolische Bedeutung, weil es in außenpolitischen Fragen der EU kein Mitbestimmungsrecht hat.   ",/ausland/europaparlament-guaido-101.html
2019-01-01,Polizei warnt vor Panikmache,Gerüchte über Vorfälle an Schulen,"
                            In Berlin hat die Polizei eindringlich vor Gerüchten in sozialen Medien gewarnt. Anlass sind vermeintliche Vorfälle an Schulen. In NRW veröffentlichten Eltern sogar das Bild eines angeblichen ""Kinderschänders"". Von Patrick Gensing.
mehr
","In Berlin hat die Polizei eindringlich vor Gerüchten in sozialen Medien gewarnt. Anlass sind vermeintliche Vorfälle an Schulen. In NRW veröffentlichten Eltern sogar das Bild eines angeblichen ""Kinderschänders"". Von Patrick Gensing, ARD-faktenfinder In den vergangenen Wochen hat es mehrere Berichte über Vorfälle rund um Schulen in Berlin gegeben: Von falschen Polizisten oder als Frauen verkleidete Männer, die Schülerinnen auflauern, war unter anderem die Rede. Polizeisprecherin Kerstin Ziesmer und ihre Kollegen müssen sich einem Bericht des rbb zufolge täglich mit einer Flut von Anrufen verunsicherter Eltern auseinandersetzen. Grund sind über Messenger-Dienste wie WhatsApp oder bei Facebook geteilte Gerüchte von angeblichen Vorfällen an Schulen. Ausgangspunkt war ein bei der Polizei gemeldeter Vorfall an einem Gymnasium in Reinickendorf Anfang Januar: Eine Schülerin berichtete, dass ein Unbekannter versucht habe, sie zu küssen. Es wurde Strafanzeige gestellt, der Mann konnte ermittelt werden. Der Fall werde noch untersucht, sagte Ziesmer im Gespräch mit dem rbb. ""Wir verstehen, wenn Eltern dadurch verunsichert werden. Wir sind jedoch davon ausgegangen, dass sich diese Verunsicherung wieder legt."" Doch das Gegenteil ist der Fall: Bis heute verbreiten sich zahlreiche Gerüchte von mutmaßlichen Straftaten. Auch weil mehrere Schulen in Reinickendorf vorsorglich Warnhinweise an die Eltern verschickten. Diese wurden laut rbb zum Teil mit falschen Informationen angereichert im Internet geteilt und erreichten auch andere Bezirke. Polizei warnt vor Gerüchten Nun appelliert die Polizei eindringlich an Eltern, sich trotz aller verständlichen Sorgen verantwortungsvoll zu verhalten und keine Gerüchte weiterzuverbreiten. Die Polizei betont, jeder einzelne Hinweis werde polizeilich geprüft. Die zuletzt gemeldeten Fälle hätten sich aber alle ""als Folge der allgemeinen Verunsicherung"" herausgestellt. Die Polizei rät, Kinder zu sensibilisieren, aber nicht zu verängstigen. ""Wovon wir dringend abraten"", so die Polizei weiter, ""ist das ungeprüfte Teilen und Weiterleiten vermeintlicher Warnungen und Gerüchte auf Social Media Kanälen oder über Messenger"". Solche Gerüchte könnten ""oft eher zu einer unbegründeten Verunsicherung"" beitragen. https://www.facebook.com/PolizeiBerlin/photos/a.280377538813024/1050674895116614/ Angebliche Entführung Gerüchte über Vorfällen an Schulen, auf Spielplätzen oder in Schwimmbädern verbreiten sich immer wieder. Im Juni 2018 kursierte beispielsweise eine WhatsApp-Sprachnachricht, in der behauptet wurde, syrische Frauen wollten in einem Berliner Schwimmbad Kinder entführen.  Die Zeitung ""B.Z."" berichtete, die Polizei sei tatsächlich in ein Schwimmbad gerufen worden. Der Grund: Eine Frau hatte Streit mit zwei Mädchen, weil die ihre Tochter an die Hand genommen hätten. Auch andere Besucher mischten sich ein. Nur: Von einer versuchten Entführung war nie die Rede. Ob Syrerinnen beteiligt waren, ist unbekannt. Auch von einer ""neuen Masche"" wisse die Polizei nichts. Eine Anzeige gab es nicht. Polizei: Keine Fotos verbreiten In NRW sorgte ein Fall vor wenigen Tagen für Aufsehen. Dort hatten Eltern einen Flüchtling fotografiert und im Internet als angeblichen ""Kinderschänder"" beschuldigt. Nach Auskunft eines Polizeisprechers wurden tatsächlich Grundschüler von dem Mann angesprochen, der erst seit kurzer Zeit in Deutschland ist und kein Deutsch spricht. Er soll auf der Straße zuerst erfolglos Erwachsene und später dann auch die Kinder kontaktiert haben. Hintergrund sei gewesen, so die Polizei weiter, dass der Mann noch nie in seinem Leben Schnee gesehen habe. Deshalb habe er jemanden bitten wollen, ein Foto von ihm neben dem Schnee zu machen. Die Polizei mahnt, auf keinen Fall einfach Fotos von Personen mit Beschuldigungen im Internet oder per WhatsApp zu verbreiten. Richtig sei es, wenn besorgte Eltern unverzüglich die Polizei verständigen. Weiterleitung beschränkt Im Vorgehen gegen die Verbreitung von Falschnachrichten schränkte WhatsApp die Weiterleitungsfunktion ein. Mit den neuesten WhatsApp-Versionen könne eine Nachricht fortan nur noch an fünf Empfänger weitergeschickt werden. Bislang konnte eine Nachricht bis zu 20 Mal an einzelne Personen oder auch Gruppen weitergeleitet werden.  Lynchmorde nach Fake News Indien war Vorreiter für die Einschränkung. Im vergangenen Jahr hatte die Regierung in Delhi von der Firma WhatsApp und der Muttergesellschaft Facebook wirkungsvolle Maßnahmen verlangt, um die unkontrollierte Verbreitung von Falschinformationen zu unterbinden.  Vorausgegangen war eine Welle von Gewalt, weil sich manipulierte und gefälschte Videos über WhatsApp-Gruppen verbreitet hatten. Unbescholtene Männer und Frauen wurden von aufgebrachten Menschenmengen brutal zusammengeschlagen, weil sie für Kindesentführer gehalten wurden. Einige Menschen wurden sogar zu Tode geprügelt.  In Deutschland sind bereits ""Bürgerwehren"" gegründet worden, weil Gerüchte über angebliche Sexualstraftaten verbreitet wurden - so beispielsweise in Rostock. Die Polizei beklagt seit Längerem, dass Fake News ihre Arbeit erschwere.",/faktenfinder/geruechte-schulen-whatsapp-101.html
2019-01-01,Mit INSTEX gegen US-Sanktionen,Europas Handel mit dem Iran,"
                            Deutschland, Frankreich und Großbritannien haben nach NDR-Informationen eine Zweckgesellschaft für den Iran-Handel offiziell gegründet. Der Name: INSTEX. Europa wagt damit die Konfrontation mit den USA. Von Kai Küstner.
mehr
","Deutschland, Frankreich und Großbritannien haben nach NDR-Informationen eine Zweckgesellschaft für den Iran-Handel offiziell gegründet. Der Name: INSTEX. Europa wagt damit die Konfrontation mit den USA. Von Kai Küstner ""Seht her, wir tun etwas für Euch"" - das ist die Botschaft, die im Iran ankommen soll. Die Europäer wollen mit dem Zahlungskanal die harten US-Sanktionen gegen Teheran abmildern helfen.  Nach NDR-Informationen ist die Zweckgesellschaft nun registriert und damit offiziell gegründet. Sie wird den Namen INSTEX tragen. Die Abkürzung steht für ""Instrument in Support of Trade Exchanges"", übersetzt etwa: Instrument zur Unterstützung von Handelsaktivitäten.  Offen für weitere Partner Bereits bekannt geworden war, dass die Gesellschaft in Paris angesiedelt wird und einen deutschen Geschäftsführer bekommt. Dabei handelt es sich NDR-Informationen zufolge um einen erfahrenen Bankfachmann aus Frankfurt am Main.  Dritter Anteilseigner neben Deutschland und Frankreich ist Großbritannien, das den Vorsitz im Aufsichtsrat übernehmen wird. In dieses Gremium wird jedes der drei Länder jeweils einen leitenden Beamten aus seinem Außenministerium entsenden. Anderen EU-Staaten steht es frei, sich dem Trio anzuschließen und INSTEX beizutreten.  Viele Konzerne sind schon weg Da Banken wegen der US-Sanktionen fürchten müssen, Strafmaßnahmen ausgesetzt zu werden, ist der Zahlungsverkehr in den Iran extrem erschwert. Dieses Problem soll INSTEX umgehen helfen. Doch das wird nicht leicht. Zwar ist der neue Zahlungskanal das bislang deutlichste Signal der drei europäischen Staaten an die Adresse von US-Präsident Donald Trump, dass sie dessen Entscheidung vom Mai 2018, aus dem Iran-Atomabkommen auszusteigen, für falsch halten. Doch ob sich mithilfe von INSTEX der Iran-Handel entscheidend wiederbeleben lässt, ist fraglich. Denn viele Konzerne haben dem Staat am Persischen Golf bereits den Rücken gekehrt.  Aller Anfang ist schwer INSTEX gibt der Regierung in Teheran die Möglichkeit, den Hardlinern im Land mit dem Argument zu begegnen, dass die Europäer in Handelsfragen an der Seite des Iran stünden. Zum anderen aber dürfte der wirtschaftliche Nutzen überschaubar sein, zumindest in der Anfangsphase. Zunächst sollen von europäischer Seite lediglich Lebensmittel, Medizin und Medizinprodukte über das Abrechnungswerkzeug gehandelt werden. Wunder dürfte das neue Werkzeug also nicht bewirken. Aber es gilt als ausbaubar. Und sendet entschiedene Signale - nach Washington wie nach Teheran.  Ein schwieriger Balanceakt Bei all dem ist klar, welch heikler Balanceakt der Umgang mit dem Iran für Deutschland, Frankreich und Großbritannien ist: Zum einen will man das Nuklearabkommen retten, um zu verhindern, dass Teheran in den Besitz der Atombombe gelangt. Zum anderen bereiten auch der Bundesregierung das iranische Raketenprogramm, die Aktivität iranischer Geheimdienste in Europa oder die Rolle des Landes im Syrien-Krieg große Sorge. ",/ausland/instex-iran-101.html
2019-01-01,Beziehungstechnisch alles möglich,Brexit-Sackgasse,"
                            Die EU und Irland bleiben kompromisslos, dabei gäbe es Wege aus dem Brexit-Dilemma: Man könnte dennoch beste Freunde bleiben und in bestimmten Bereichen autonom agieren, meint Ralph Sina.
                            mehr
","Die EU und Irland bleiben kompromisslos, dabei gäbe es Wege aus dem Brexit-Dilemma: Man könnte dennoch beste Freunde bleiben und in bestimmten Bereichen autonom agieren. Von Ralph Sina Das ist nicht ungeschickt: Premierministerin Theresa May und ihre Tories greifen die EU an ihrem schwächsten Brexitpunkt an: der unbefristeten Garantie, dass auch nach einem Brexit die Grenze zwischen der EU und Nordirland offen und kontrollfrei bleibt.  Aber ganz gleich wie das zukünftige Verhältnis der Briten zur EU aussieht, die EU gibt sich an diesem friedensrelevanten Punkt absolut kompromisslos. Und weist empört das Ansinnen der Unterhausmehrheit und der britischen Premierministerin zurück, ausgerechnet dieses Kernstück des vorliegenden Austrittsvertrages neu zu verhandeln. Ein Kernelement, das schließlich von Mays Unterhändlern ausgehandelt und unterschrieben wurde.  Befristete Garantie für grenzfreies Nordirland Doch nicht nur Polens Außenminister Jacek Czaputowicz ist der Meinung, dass die EU mit einer zum Beispiel auf fünf Jahre befristeten Garantie für ein grenzfreies Irland durchaus leben könne. Weil es in diesem Zeitraum ohne weiteres möglich sei, mit dem Vereinigten Königreich ein Abkommen zu Papier zu bringen. Auch die Vertreter anderer einflussreicher EU-Staaten wären überaus glücklich, wenn sich Irlands Premier einen Ruck gäbe. Und sich mit einer befristeten Garantie für ein grenzfreies Nordirland zufrieden gäbe. Im Vertrauen darauf, dass Brüssel und London irgendwie ein Handelsabkommen ersinnen, das ohne Zölle und Zollkontrollen auskommt.  Nicht Irland soll schuld sein Doch Irlands Premier Leo Varadkar riskiert eher eine harte EU-Außengrenze zu Nordirland ab dem 30 März, als sich auf fünf Jahre garantierte Grenzenlosigkeit einzulassen. Nicht Irland soll schuld sein an möglichen neuen Grenzhäuschen und Schlagbäumen, sondern das Vereinigte Königreich.  Diese kalkulierte Kompromisslosigkeit der irischen Diplomaten bringt EU-Diplomaten in Brüssel zur Verzweiflung. Sie fürchten zurecht, dass die EU im kommenden Europawahlkampf von den EU-Feinden als arroganter und kompromissunfähiger Koloss karikiert wird.  Verlockende Partnerschaftsverträge Dem könnte das Juncker-Team zuvorkommen. Indem es nämlich den Abgeordneten im Unterhaus klarmacht, dass beides möglich ist. Nämlich vom EU-Binnenmarkt zu profitieren und trotzdem eigene britische Handelsverträge mit Nicht-EU-Staaten abzuschließen. Die Schweiz tut das zum Beispiel mit China, obwohl sie Zugang zum EU-Binnenmarkt hat. Der EU-Partner Norwegen schließt ebenfalls eigene Handelsverträge mit sogenannten Drittstaaten ab. Und der EU-Zollunionspartner Türkei auch.  Es gibt also verlockende Partnerschaftsverträge nach einer Scheidung von der EU, die automatisch ein grenzfreies Irland garantieren. Und die es erlauben, einerseits beste Freunde zu bleiben und andererseits in bestimmten Bereichen autonom zu agieren.  Vielleicht können EU-Handelsexperten den Briten noch einmal per Powerpoint-Demonstration oder Trickfilm demonstrieren, dass beziehungstechnisch fast nichts unmöglich ist. Und alles besser ist als ein harter Chaos-Brexit.  ",/kommentar/brexit-eu-irland-101.html
2019-01-01,Kopftuchverbot wird Fall für den EuGH,Religiöse Symbole im Job,"
                            Endet die Religionsfreiheit am Arbeitsplatz? Das Bundesarbeitsgericht legt den Fall einer Kassiererin, die gegen ein Kopftuchverbot im Job klagt, nun dem Europäischen Gerichtshof vor. Von Christoph Kehlbach.
mehr
","Endet die Religionsfreiheit am Arbeitsplatz? Das Bundesarbeitsgericht legt den Fall einer Kassiererin, die gegen ein Kopftuchverbot im Job klagt, nun dem Europäischen Gerichtshof vor. Von Christoph Kehlbach Worum geht es in dem Fall? Seit 2002 arbeitet die Klägerin als Verkaufsberaterin und Kassiererin bei der Drogeriemarktkette Müller. Als sie 2014 nach einer dreijährigen Elternzeit in den Job zurückkehrte, trug sie - anders als davor - ein muslimisches Kopftuch. Die Filialleiterin sagte der Frau, so werde man sie nicht beschäftigen, sie müsse ohne Kopftuch arbeiten. Dagegen ging die Frau juristisch vor. Während das Verfahren lief, argumentierte ""Müller"" außerdem: Man habe 2016 eine Regelung geschaffen, die verlange, ""ohne großflächige religiöse, politische und weltanschaulichen Zeichen"" zur Arbeit zu erscheinen. Das Argument: Das Unternehmen habe mehr als 14.000 Angestellte aus unterschiedlichsten Ländern. Man wolle Konflikte innerhalb der Belegschaft, aber auch Konflikte im Kundenkontakt vermeiden. Die Kassiererin hält das für rechtswidrig. Wie ist die rechtliche Ausgangslage? Es geht um das Spannungsfeld zwischen persönlicher Religionsfreiheit von Arbeitnehmern und der unternehmerischen Freiheit von Arbeitgebern. Die Frage lautet also überspitzt: Wie sehr muss man seine eigene Religionsausübung einschränken, wenn man zur Arbeit geht? Die Charta der Grundrechte der EU, die Europäische Menschenrechtskonvention und das Grundgesetz unterstreichen die Religionsfreiheit. In Artikel 4 des Grundgesetzes heißt es unter anderem: ""Die ungestörte Religionsausübung wird gewährleistet"". Das schließt auch das Tragen religiöser Symbole und Kopfbedeckungen mit ein. Zwar gelten die Grundrechte direkt nur im Verhältnis Bürger - Staat. Aber auch der Arbeitnehmer muss seine Religion nicht generell ""an der Garderobe abgeben"", wenn er zur Arbeit geht.  Die Frage aber ist: Inwiefern kann der Arbeitgeber aber die Religionsfreiheit wirksam einschränken? Denn auch die Unternehmerfreiheit ist eine geschützte Rechtsposition. Es geht also um eine Abwägung. Was sagen bislang die obersten Gerichte zu solchen Fällen? ""Müller"" beruft sich vor allem auf ein Urteil des Europäischen Gerichtshofs (EuGH). Der hat 2017 in einem vergleichbaren Fall die Unternehmensrechte gestärkt. Er entschied, dass ein Unternehmen durchaus verbieten dürfe, sichtbare Zeichen von Religion oder politischer Überzeugung zu tragen, wenn es zu Beschwerden von Kunden komme. In diesem Fall ging es konkret um eine Rezeptionistin, über deren Kopftuch sich verschiedene Kunden beschwert hatten.  Allerdings sagte der EuGH dazu: Der Arbeitgeber hätte vor einer Kündigung zunächst prüfen müssen, ob es nicht eine Stelle ohne Kundenkontakt für die Frau gegeben hätte.   Das Bundesverfassungsgericht (BVerfG) hatte 2015 in einem Beschluss hingegen zwei Lehrerinnen aus Nordrhein-Westfalen Recht gegeben, die während des Unterrichts ein Kopftuch tragen wollten. Das per Gesetz pauschal zu verbieten, gehe nicht, so Karlsruhe. Nur unter hohen Voraussetzungen sei das denkbar - etwa dann, wenn dadurch ganz konkret der Schulfrieden gestört werde. Andernfalls aber sei das Tragen des Kopftuchs gestattet, selbst wenn es, wie in diesem Fall, um verbeamtete Lehrer an einer öffentlichen Schule geht.  Wie haben Gerichte im aktuellen Fall bereits entschieden? Die Kassiererin hatte in den unteren Instanzen Erfolg mit ihrer Klage: Das Landesarbeitsgericht (LAG) Nürnberg sah in der Weisung, das Kopftuch abzulegen, eine ""mittelbare Diskriminierung"". Eine solche liegt nach dem Allgemeinen Gleichbehandlungsgesetz (AGG) vor:  ... wenn dem Anschein nach neutrale Vorschriften, Kriterien oder Verfahren Personen (…) gegenüber anderen Personen in besonderer Weise benachteiligen können, es sei denn, (sie) sind durch ein rechtmäßiges Ziel sachlich gerechtfertigt und die Mittel zur Erreichung dieses Ziels angemessen und erforderlich"".  Diese Definition stammt aus dem EU-Recht und wurde auch schon vom EuGH in der Entscheidung 2017 angewendet. Bei der konkreten Abwägung gab das LAG der Religionsfreiheit hier der Arbeitnehmerin also den Vorzug vor den Rechten des Arbeitgebers: Dass Kunden dem Unternehmen fernblieben, sei nicht feststellbar. Außerdem seien keine internen Konflikte ersichtlich: Die Kollegen hätten auch keinen Anspruch darauf, von der Religiosität ihrer Kollegin ""verschont"" zu bleiben. Es gebe also keinen Anlass für eine solche Regelung durch den Arbeitgeber.  Was genau hat das Bundesarbeitsgericht beschlossen? Das BAG hat diesen Fall nun dem Europäischen Gerichtshof vorgelegt. Das muss in solchen Fällen passieren, wenn es auf die Auslegung von EU-Recht ankommt. Weil der Begriff der ""mittelbaren Diskriminierung"" aus einer EU-Richtlinie stammt, wollen die obersten deutschen Arbeitsrichter vom EuGH wissen: Wann genau ist so eine mittelbare Diskriminierung gegeben? Wann ist eine unternehmerische Weisung möglicherweise gerechtfertigt? Spielt es eine Rolle, dass der Arbeitgeber nur ""großflächige"" Zeichen untersage? Ein christliches Kreuz als Kettenanhänger wäre dann ja erlaubt, weil es nicht ""großflächig"" ist. Kann so eine Ungleichbehandlung sein? Wie weit geht die unternehmerische Freiheit? Und: Inwieweit ist bei diesen Fragen die Religionsfreiheit zu berücksichtigen, welches Verhältnis haben Europäisches Recht und deutsches Verfassungsrecht dabei? Der EuGH wird allerdings nur die Fragen zur Auslegung von EU-Recht beantworten, dann kommt der Fall zurück nach Erfurt. Das endgültige Urteil in diesem Fall wird also das Bundesarbeitsgericht sprechen.",/inland/religionsfreiheit-arbeit-kopftuch-103.html
